Curve Ethyl_Acetate_Experimental
0.9453457593917847 0.0009153483508227466
0.9479479789733887 0.0009313423533339401
0.9505502581596375 0.0009477958306893932
0.9531524777412415 0.0009647206859187679
0.9557546973228455 0.0009821411725637074
0.9583569169044495 0.0010000751004204736
0.9609591364860535 0.0010185435011580183
0.9635613560676575 0.0010375705388215209
0.9661635756492615 0.0010571801984632335
0.9687657952308655 0.0010773963756389449
0.9713680148124695 0.001098246277273596
0.9739702939987183 0.0011197567523062767
0.9765725135803223 0.001141957961045228
0.9791747331619263 0.001164882838189065
0.9817769527435303 0.0011885645869257931
0.9843791723251343 0.001213036052457563
0.9869813919067383 0.0012383363447389802
0.9895836114883423 0.0012645044842281856
0.9921858310699463 0.0012915826237595476
0.9947880506515503 0.0013196156010613427
0.9973903298377991 0.0013486546976072295
0.9999925494194031 0.0013787447511254846
1.002594709396362 0.0014099459032396655
1.005196928977966 0.0014423153421900294
1.00779926776886 0.0014759129411107427
1.010401487350464 0.001510807880768189
1.013003706932068 0.0015470689839428967
1.015605926513672 0.001584774739033467
1.018208146095276 0.0016240060508430183
1.02081036567688 0.0016648527738210316
1.023412585258484 0.0017074113851552968
1.026014804840088 0.001751780867934585
1.028617024421692 0.001798072018780866
1.031219244003296 0.0018464113856937077
1.0338214635849 0.0018969219368141334
1.036423683166504 0.0019497477614485823
1.039025902748108 0.0020050420775427832
1.041628122329712 0.002062967052688828
1.044230341911316 0.0021237117034178955
1.04683256149292 0.0021874684471267837
1.049434781074524 0.002254453507271615
1.052037000656128 0.0023249069133678356
1.054639220237732 0.002399090174082163
1.057241559028625 0.002477288246154785
1.059843778610229 0.0025598197369962124
1.062445998191833 0.0026470329668428806
1.065048217773438 0.0027393183192691286
1.067650437355042 0.002837102155427675
1.070252656936646 0.0029408707991018667
1.07285487651825 0.0030511410028726846
1.075457096099854 0.0031685585732216578
1.078059315681458 0.0032937537442456486
1.080661535263062 0.003427507641079189
1.083263754844666 0.0035706905273345853
1.08586597442627 0.003724264311002898
1.088468194007874 0.003889369535016583
1.091070413589478 0.004067237312729294
1.093672633171082 0.004259369394800684
1.096274852752686 0.0044674475987752284
1.09887707233429 0.004693453376357619
1.101479291915894 0.004939699674153829
1.104081630706787 0.005208798714944192
1.106683850288391 0.005503993850570541
1.109286069869995 0.005829008849891457
1.111888289451599 0.006188348248914199
1.114490509033203 0.006587447346867742
1.117092728614807 0.007032822560261679
1.119694948196411 0.0075324927722369575
1.122297167778015 0.008096396386086403
1.124899387359619 0.00873684668326163
1.127501606941223 0.009469309368649044
1.130103826522827 0.010313663396749412
1.132706046104431 0.011295375165280636
1.135308265686035 0.01244786838153461
1.137910485267639 0.013815614912245009
1.140512704849243 0.0154586783400527
1.143114924430847 0.017460059833240223
1.145717144012451 0.01993672625796573
1.148319363594055 0.023057777244407492
1.150921702384949 0.027074894031604846
1.153523921966553 0.032374774371539516
1.156126141548157 0.03957507560203024
1.158728361129761 0.049705104426936694
1.161330580711365 0.06457087084337756
1.163932800292969 0.08752702592729447
1.166535019874573 0.12518137568110102
1.169137239456177 0.19110630940388632
1.171739459037781 0.3114204292182808
1.174341678619385 0.5078048018721847
1.176943898200989 0.6497597450966591
1.179546117782593 0.5179609693922438
1.182148337364197 0.3200780736791477
1.184750556945801 0.19755224279455236
1.187352776527405 0.13085585814696532
1.189954996109009 0.09330510663556622
1.192557215690613 0.07091501596811654
1.195159435272217 0.056888288205808345
1.19776177406311 0.047793394094472884
1.200363993644714 0.04179909852173952
1.202966213226318 0.037877778749208196
1.205568432807922 0.0354309311142197
1.208170652389526 0.03410360261842655
1.21077287197113 0.033690088862055406
1.213375091552734 0.034083183105285464
1.215977311134338 0.0352477483205251
1.218579530715942 0.03721171313219958
1.221181750297546 0.04006396399603949
1.22378396987915 0.043966665640249605
1.226386189460754 0.04917777694381393
1.228988409042358 0.056091291410428984
1.231590628623962 0.06531081328520903
1.234192848205566 0.07777417386258327
1.23679506778717 0.09498558388100015
1.239397287368774 0.11945045173347173
1.241999506950378 0.15554354785082936
1.244601845741272 0.21134023122243337
1.247204065322876 0.30264564033027175
1.24980628490448 0.46184986561268293
1.252408504486084 0.7527117113451341
1.255010724067688 1.2443453585421358
1.257612943649292 1.6771592148789414
1.260215163230896 1.4113123438379787
1.2628173828125 0.8777447491436751
1.265419602394104 0.5309459239512949
1.268021821975708 0.34107508387293545
1.270624041557312 0.2341453391868431
1.273226261138916 0.17004745070998734
1.27582848072052 0.12927988413217903
1.278430700302124 0.10204354134407843
1.281032919883728 0.08312252262333135
1.283635139465332 0.06957897839245496
1.286237359046936 0.059673876375765406
1.28883957862854 0.05233753765667523
1.291441917419434 0.046890089819739154
1.294044137001038 0.04289489608627183
1.296646356582642 0.04007117239920586
1.299248576164246 0.03825014990729255
1.30185079574585 0.03734744704879442
1.304453015327454 0.03735435474384297
1.307055234909058 0.03834023919549432
1.309657454490662 0.0404726721502997
1.312259674072266 0.04405465569940057
1.31486189365387 0.049603602549693246
1.317464113235474 0.057999699681370816
1.320066332817078 0.0707777785109328
1.322668552398682 0.09073633761019322
1.325270771980286 0.12325945559206668
1.32787299156189 0.17926005916194512
1.330475211143494 0.2810045076204134
1.333077430725098 0.4636786750129036
1.335679650306702 0.6955104976802976
1.338281989097595 0.6976276202960775
1.340884208679199 0.4656937057907517
1.343486428260803 0.2807008897936022
1.346088647842407 0.17706096064937005
1.348690867424011 0.11956996745891399
1.351293087005615 0.08572672938441372
1.353895306587219 0.06448438718870238
1.356497526168823 0.05038498543404243
1.359099745750427 0.04058108172259174
1.361701965332031 0.0334966963117903
1.364304184913635 0.02821072014244469
1.366906404495239 0.024159219529893663
1.369508624076843 0.020982132301674235
1.372110843658447 0.01844150096446544
1.374713063240051 0.016375165085892776
1.377315282821655 0.014669580144567174
1.379917502403259 0.013243423209892021
1.382519721984863 0.012037207056452203
1.385121941566467 0.011006546450090839
1.387724280357361 0.010117837974617072
1.390326499938965 0.009345255098543366
1.392928719520569 0.008668648946034658
1.395530939102173 0.008072132104867931
1.398133158683777 0.00754300323692528
1.400735378265381 0.007071111295316313
1.403337597846985 0.006648047908290369
1.405939817428589 0.0062670270959894235
1.408542037010193 0.0059224324183421075
1.411144256591797 0.005609519488818652
1.413746476173401 0.0053243243300520994
